C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16apr18.b\16apr18_a13.d
Intensity Vs Time,CPS
Acquired      : 18/04/2016 15:43:59 using Batch PAM_FI_16apr18.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
8.6788,0.00,0.00,3800.48,0.00,5000.83,103705.93,3450.40,11204.19,1400.07,0.00,1200.05,0.00,400.01,0.00,200.00,2850.28,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
8.9759,0.00,200.00,4800.76,0.00,6001.19,100635.20,4300.62,13606.18,1600.09,0.00,1600.09,0.00,0.00,0.00,0.00,3300.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
9.2729,0.00,0.00,7201.71,0.00,6601.44,99678.86,3300.36,10803.89,1600.09,0.00,2400.19,0.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.5699,0.00,0.00,5100.86,0.00,5601.04,103051.46,3050.31,10003.34,1400.07,0.00,2200.16,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
9.8669,0.00,0.00,5801.11,0.00,4000.53,103454.21,4250.60,11604.49,1800.11,0.00,2400.19,0.00,0.00,0.00,0.00,3300.37,0.00,0.00,50.00,0.00,200.00,0.00,0.00,0.00,0.00
10.1640,0.00,0.00,4900.79,0.00,7601.91,102397.02,3450.40,12004.81,1800.11,0.00,2000.14,200.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
10.4610,0.00,0.00,4500.67,0.00,3800.48,98521.29,3000.30,14406.92,2600.23,0.00,1800.11,0.00,0.00,0.00,0.00,2100.15,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
10.7580,0.00,0.00,5000.83,0.00,3000.30,100886.87,3000.30,14406.92,2400.19,0.00,1200.05,600.01,0.00,0.00,0.00,2950.30,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.0550,0.00,0.00,4700.73,0.00,5601.04,105568.81,3050.31,9402.95,1600.09,0.00,1400.07,0.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
11.3521,0.00,0.00,5300.93,0.00,4200.58,101088.21,3500.41,12605.30,2200.16,0.00,1600.09,200.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.6491,0.00,0.00,5300.93,0.00,5200.90,102094.97,3450.40,11004.04,1000.03,0.00,1200.05,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
11.9461,0.00,0.00,4300.61,0.00,4600.70,104159.05,3200.34,10003.34,2800.26,0.00,2000.14,200.00,0.00,0.00,0.00,2250.17,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
12.2431,0.00,0.00,5200.89,0.00,6201.27,100081.52,3000.30,14807.31,1800.11,0.00,2400.19,200.00,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.5402,0.00,0.00,5300.93,0.00,5400.97,103655.58,3050.31,15608.13,2000.13,0.00,1000.03,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
12.8372,0.00,0.00,4800.76,0.00,5200.90,102094.97,4250.60,12605.30,2400.19,0.00,2000.14,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
13.1342,0.00,0.00,5801.11,0.00,3400.38,101792.94,3350.37,10603.75,2000.13,0.00,1400.07,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
13.4312,0.00,0.00,4700.73,0.00,5200.90,97665.73,3150.33,9803.21,1200.05,0.00,2200.16,200.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.7283,0.00,0.00,5000.83,0.00,6601.44,95703.20,3350.37,12605.30,1800.11,0.00,2400.19,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.0253,0.00,0.00,3800.48,0.00,5400.97,102900.43,3900.51,15808.34,1400.07,0.00,3000.30,800.02,0.00,0.00,200.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.3223,0.00,0.00,4200.58,0.00,5200.90,103705.93,3000.30,12605.30,2200.16,0.00,2200.16,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.6193,0.00,0.00,4800.76,0.00,6801.53,99628.53,3350.37,12204.97,1000.03,0.00,1800.11,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.9164,200.00,0.00,5601.03,0.00,4600.70,106827.64,3700.46,12405.13,3400.39,0.00,3000.30,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,200.00
15.2134,0.00,200.00,3200.34,0.00,4600.70,97967.69,3400.38,15007.51,1000.03,0.00,1600.09,0.00,0.00,0.00,400.01,2200.17,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
15.5104,0.00,0.00,6101.23,0.00,3800.48,98521.29,3400.38,11804.65,2200.16,0.00,1000.03,200.00,0.00,0.00,0.00,2150.16,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
15.8074,0.00,0.00,5300.93,0.00,5200.90,98873.58,3200.34,10003.34,1800.11,0.00,1800.11,0.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
16.1045,0.00,0.00,5100.86,0.00,5400.97,98168.99,3050.31,12004.81,2800.26,0.00,2400.19,200.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.4015,0.00,0.00,4200.58,0.00,5601.04,100886.87,2800.26,15608.13,2000.13,0.00,1200.05,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
16.6985,0.00,0.00,4100.55,0.00,2800.26,102195.65,3600.43,14807.31,800.02,0.00,2000.14,0.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
16.9955,0.00,200.00,5701.07,0.00,5200.90,94747.17,3700.46,13005.64,1600.09,0.00,1400.07,0.00,0.00,0.00,400.01,2700.25,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
17.2926,0.00,0.00,5200.89,0.00,5000.83,98118.67,3800.48,15407.92,2400.19,0.00,2400.19,0.00,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.5896,0.00,0.00,5100.86,0.00,4400.64,103403.86,2550.22,11204.19,2600.23,0.00,200.00,0.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.8866,0.00,0.00,6301.31,0.00,4800.76,102900.43,3250.35,11804.65,1400.07,0.00,1200.05,200.00,0.00,0.00,0.00,2250.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
18.1836,0.00,0.00,5100.86,0.00,7401.82,102044.64,3100.32,11404.34,1800.11,0.00,1400.07,400.01,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.4807,0.00,0.00,6201.27,0.00,5200.90,102950.77,3900.51,10003.34,1000.03,0.00,1200.05,0.00,0.00,0.00,0.00,3500.42,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
18.7777,0.00,0.00,5200.89,0.00,6401.36,102246.00,3900.51,10403.61,1600.09,0.00,1400.07,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.0747,0.00,200.00,5100.86,0.00,5200.90,106374.45,3200.34,12204.97,1800.11,0.00,2200.16,0.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
19.3717,0.00,0.00,5000.83,0.00,6201.27,102145.31,3400.38,14607.12,600.01,0.00,1800.11,0.00,0.00,0.00,200.00,2550.22,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
19.6688,0.00,0.00,5601.03,0.00,5801.12,103655.58,3850.49,9202.83,1800.11,0.00,2200.16,0.00,0.00,0.00,400.01,3550.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
19.9658,0.00,0.00,5400.96,0.00,5000.83,101037.88,3650.44,9202.83,2400.19,0.00,1200.05,0.00,0.00,0.00,600.01,2350.19,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
20.2628,0.00,0.00,5701.07,0.00,7802.02,98068.34,3900.51,12605.30,800.02,0.00,1400.07,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
20.5598,0.00,0.00,5400.96,0.00,4200.58,103705.93,3200.34,14006.54,1000.03,0.00,800.02,0.00,0.00,0.00,200.00,2400.20,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
20.8569,0.00,0.00,4100.55,0.00,5000.83,102044.64,3750.47,12805.47,2200.16,0.00,600.01,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,200.00,0.00,0.00,0.00,33.33,0.00
21.1539,0.00,0.00,5200.89,0.00,2800.26,95753.51,3300.36,11004.04,1600.09,0.00,2000.14,200.00,0.00,0.00,0.00,2600.23,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.4509,0.00,0.00,5200.89,200.00,4800.76,104209.39,4250.60,11004.04,1200.05,0.00,1200.05,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
21.7479,0.00,0.00,6201.27,0.00,6601.44,106223.39,3450.40,12204.97,1600.09,0.00,1600.09,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.0450,0.00,0.00,6501.39,0.00,4000.53,102598.38,3100.32,11004.04,1600.09,0.00,1800.11,0.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
22.3420,0.00,0.00,5701.07,0.00,5000.83,101641.93,3500.41,10803.89,2400.19,0.00,2000.14,200.00,0.00,0.00,200.00,2250.17,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.6390,0.00,0.00,6201.27,0.00,4000.53,102094.97,3700.46,7401.83,1400.07,0.00,1800.11,200.00,0.00,0.00,0.00,2500.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.9360,200.00,0.00,5100.86,0.00,5000.83,102044.64,2800.26,10603.75,2400.19,0.00,2000.14,0.00,0.00,0.00,0.00,2150.16,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
23.2331,0.00,0.00,4900.79,0.00,3600.43,102548.03,3150.33,10203.47,2000.13,0.00,1400.07,400.01,0.00,0.00,400.01,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
23.5301,0.00,0.00,4700.73,0.00,5200.90,103051.46,3600.43,13005.64,2800.26,0.00,2000.14,200.00,0.00,0.00,0.00,2250.17,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
23.8271,0.00,0.00,4900.79,0.00,5601.04,102699.06,3200.34,7201.73,1000.03,0.00,2200.16,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
24.1241,0.00,0.00,4900.79,0.00,6201.27,101440.57,3950.52,12004.81,1200.05,0.00,2200.16,400.01,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00
24.4212,0.00,0.00,6601.44,0.00,4600.70,100635.20,3600.43,15608.13,2000.13,0.00,800.02,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
24.7182,0.00,0.00,6001.19,0.00,5000.83,99125.23,3300.36,13205.82,2000.13,0.00,1600.09,0.00,0.00,0.00,200.00,3100.33,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.0152,0.00,0.00,5901.15,0.00,4200.58,97514.76,2950.29,12405.13,1600.09,0.00,1600.09,200.00,0.00,0.00,0.00,3500.42,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
25.3122,0.00,0.00,5000.83,0.00,4400.64,97816.72,2000.13,9803.21,1600.09,0.00,3000.30,0.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
25.6093,0.00,200.00,5300.93,0.00,5200.90,101289.56,3850.49,13205.82,1600.09,0.00,2200.16,400.01,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
25.9063,0.00,0.00,4300.61,0.00,3200.34,101641.93,3700.46,11004.04,1600.09,0.00,2200.16,200.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.2033,0.00,0.00,6201.27,0.00,4400.64,103454.21,3100.32,12004.81,1000.03,0.00,2200.16,200.00,0.00,200.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.5003,0.00,0.00,4300.61,0.00,4000.53,98068.34,2850.27,12004.81,800.02,0.00,1200.05,800.02,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
26.7974,0.00,0.00,4000.53,0.00,4000.53,101742.60,3000.30,12405.13,1000.03,0.00,1000.03,0.00,0.00,0.00,0.00,2700.25,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
27.0944,200.00,0.00,4700.73,0.00,5601.04,105065.31,3200.34,12204.97,1400.07,0.00,1200.05,200.00,0.00,0.00,0.00,2900.29,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
27.3914,0.00,0.00,4900.79,0.00,4600.70,103806.62,3250.35,14006.54,1200.05,0.00,1800.11,1000.03,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.6884,0.00,0.00,5501.00,0.00,4800.76,97363.79,3600.43,11804.65,1000.03,0.00,2200.16,200.00,0.00,0.00,0.00,2650.24,200.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
27.9855,0.00,0.00,5200.89,0.00,6401.36,101541.25,3000.30,11804.65,1800.11,0.00,1200.05,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.2825,0.00,0.00,4500.67,0.00,4600.70,99175.56,4300.62,9603.08,1200.05,0.00,1800.11,0.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
28.5795,0.00,0.00,5701.07,0.00,5200.90,101943.96,3100.32,13205.82,3000.30,0.00,2000.14,0.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
28.8765,0.00,0.00,4700.73,0.00,6401.36,102397.02,3950.52,14607.12,1400.07,0.00,1400.07,200.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
29.1736,0.00,0.00,7001.62,0.00,3600.43,105166.00,3750.47,16408.98,2200.16,0.00,1600.09,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.4706,0.00,0.00,5501.00,0.00,5601.04,99376.88,3550.42,11604.49,2000.13,0.00,2000.14,200.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.7676,0.00,200.00,5601.03,0.00,4800.76,99175.56,3050.31,9803.21,2200.16,0.00,2000.14,0.00,0.00,0.00,200.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.0646,0.00,0.00,7101.66,0.00,4600.70,100786.20,4200.59,10603.75,2800.26,0.00,1400.07,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
30.3617,0.00,0.00,5601.03,0.00,5200.90,99678.86,3900.51,12805.47,1600.09,0.00,1600.09,0.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
30.6587,0.00,0.00,5701.07,0.00,5200.90,99729.20,3100.32,12204.97,1600.09,0.00,800.02,200.00,0.00,0.00,200.00,3700.47,0.00,0.00,50.00,200.00,200.00,0.00,0.00,0.00,0.00
30.9557,0.00,0.00,4800.76,200.00,4200.58,101088.21,3400.38,11604.49,2000.13,0.00,2000.14,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.2527,0.00,0.00,4400.64,0.00,4800.76,97665.73,3100.32,11004.04,1000.03,0.00,2400.19,400.01,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
31.5498,0.00,0.00,5300.93,0.00,6801.53,103806.62,3300.36,12805.47,1600.09,0.00,1600.09,400.01,0.00,0.00,0.00,2500.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.8468,0.00,0.00,4800.76,0.00,6401.36,101641.93,4700.74,10203.47,1400.07,0.00,1000.03,0.00,0.00,0.00,0.00,3500.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
32.1438,0.00,0.00,5400.96,0.00,4600.70,107834.78,3450.40,13005.64,1800.11,0.00,800.02,400.01,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.4408,0.00,200.00,5701.07,0.00,4800.76,102950.77,2800.26,14006.54,1400.07,0.00,2200.16,200.00,0.00,0.00,0.00,3050.32,0.00,0.00,100.00,0.00,0.00,0.00,0.00,16.67,0.00
32.7379,0.00,0.00,7301.76,0.00,6001.19,97615.41,3200.34,11404.34,2000.13,0.00,2400.19,200.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.0349,0.00,0.00,4200.58,0.00,4800.76,97414.12,4450.66,11804.65,2200.16,0.00,1200.05,600.01,0.00,0.00,200.00,2400.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.3319,0.00,0.00,5501.00,0.00,4800.76,100937.21,3900.51,15407.92,2200.16,0.00,1200.05,200.00,0.00,0.00,200.00,2700.25,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
33.6289,0.00,0.00,6801.53,0.00,3800.48,100534.53,3350.37,12805.47,1000.03,0.00,1600.09,400.01,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.9260,0.00,0.00,4300.61,0.00,5200.90,96961.21,3600.43,12405.13,1800.11,0.00,1000.03,0.00,0.00,0.00,0.00,2550.22,0.00,0.00,50.00,0.00,0.00,0.00,0.00,33.33,0.00
34.2230,0.00,0.00,5601.03,0.00,6001.19,99829.86,2850.27,9803.21,2000.13,0.00,1600.09,400.01,0.00,0.00,200.00,2500.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
34.5200,0.00,200.00,6501.39,0.00,4400.64,98521.29,3650.44,13205.82,2600.23,0.00,1200.05,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.8170,0.00,200.00,6601.44,0.00,3800.48,100635.20,3700.46,11604.49,3000.30,0.00,2400.19,0.00,0.00,0.00,200.00,2400.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35.1141,0.00,0.00,6401.35,0.00,5200.90,100081.52,4750.75,11204.19,1600.09,0.00,2200.16,0.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
35.4111,0.00,0.00,5400.96,0.00,5200.90,101843.28,2900.28,11004.04,1600.09,0.00,1800.11,0.00,0.00,0.00,0.00,3050.32,200.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
