C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a13.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 11:44:02 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
10.7576,0.00,0.00,7101.66,0.00,5400.97,93388.73,3700.46,14406.92,2400.19,0.00,2000.14,200.00,0.00,0.00,0.00,2350.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.0546,0.00,0.00,5200.89,0.00,3800.48,97665.73,3700.46,11204.19,2000.13,0.00,2000.14,600.01,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.3517,0.00,0.00,6901.57,0.00,4400.64,99326.55,3100.32,12805.47,1400.07,0.00,2800.26,600.01,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,50.00,0.00
11.6487,0.00,0.00,7701.96,0.00,5000.83,101490.91,3250.35,14807.31,1400.07,0.00,3400.39,400.01,0.00,0.00,0.00,3650.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
11.9457,0.00,0.00,7101.66,0.00,5000.83,101541.25,3300.36,12405.13,2200.16,0.00,2800.26,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
12.2427,0.00,0.00,5501.00,0.00,5200.90,99527.87,2800.26,12605.30,3200.34,0.00,1200.05,0.00,0.00,0.00,0.00,3400.40,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
12.5398,0.00,0.00,7701.96,0.00,5200.90,101088.21,3100.32,9603.08,2400.19,0.00,4200.60,200.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
12.8368,0.00,0.00,6101.23,0.00,5000.83,100886.87,3400.38,13606.18,2400.19,0.00,2600.23,200.00,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
13.1338,0.00,200.00,6801.53,0.00,3400.38,98873.58,3600.43,10803.89,1800.11,0.00,3600.44,400.01,0.00,0.00,200.00,3200.35,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
13.4308,0.00,0.00,6101.23,0.00,3200.34,96005.11,3650.44,12004.81,1600.09,0.00,2400.19,800.02,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.7279,0.00,0.00,6501.39,0.00,4800.76,97313.47,3900.51,13406.00,2400.19,0.00,2600.23,0.00,0.00,0.00,0.00,3300.37,200.00,0.00,0.00,200.00,0.00,0.00,0.00,33.33,0.00
14.0249,0.00,0.00,6301.31,0.00,6201.27,98722.60,3400.38,14206.73,2000.13,200.00,2000.14,200.00,0.00,200.00,200.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
14.3219,0.00,0.00,7601.91,0.00,3800.48,100484.19,2900.28,11204.19,2000.13,0.00,2600.23,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
14.6189,0.00,0.00,6301.31,0.00,4000.53,97967.69,3100.32,7201.73,2000.13,0.00,2200.16,200.00,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.9160,0.00,0.00,6601.44,0.00,4200.58,100131.85,3900.51,12405.13,2000.13,0.00,3600.44,200.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
15.2130,0.00,0.00,8702.50,0.00,5400.97,98269.65,3550.42,10003.34,3000.30,0.00,2200.16,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
15.5100,0.00,0.00,7802.01,0.00,6201.27,99024.57,3300.36,10803.89,2800.26,0.00,4400.65,0.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
15.8070,0.00,0.00,8002.11,0.00,4600.70,102397.02,3450.40,11204.19,2800.26,0.00,3200.35,200.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,400.01,0.00,0.00,0.00,50.00,0.00
16.1041,0.00,0.00,5601.03,0.00,4600.70,95350.98,2900.28,12605.30,1400.07,0.00,2000.14,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.4011,0.00,0.00,7001.62,0.00,6201.27,100031.19,3050.31,8802.58,3400.39,0.00,2400.19,0.00,0.00,0.00,0.00,3700.47,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
16.6981,0.00,0.00,7301.76,0.00,4200.58,101188.89,2800.26,11204.19,2400.19,0.00,2800.26,600.01,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
16.9951,0.00,0.00,6901.57,0.00,5601.04,98420.63,3250.35,10603.75,3800.48,0.00,1800.11,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.2922,0.00,0.00,7501.86,0.00,4200.58,102548.03,3600.43,11204.19,2800.26,0.00,3600.44,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
17.5892,0.00,0.00,6901.57,0.00,4000.53,105115.65,3250.35,11204.19,3000.30,0.00,2400.19,400.01,0.00,0.00,200.00,2600.23,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
17.8862,0.00,0.00,7101.66,0.00,4000.53,96659.28,3850.49,10203.47,1000.03,0.00,3200.35,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
18.1832,0.00,0.00,6301.31,0.00,6001.19,96457.99,3100.32,8802.58,2800.26,0.00,5000.84,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.4803,0.00,0.00,6301.31,0.00,5400.97,101239.23,4000.53,10603.75,1000.03,0.00,1400.07,0.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.7773,0.00,200.00,6401.35,0.00,6001.19,99779.53,3550.42,13606.18,2200.16,0.00,2600.23,200.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
19.0743,0.00,0.00,6301.31,0.00,6001.19,98118.67,2750.25,13205.82,1400.07,200.00,1800.11,0.00,0.00,0.00,400.01,2350.19,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
19.3713,0.00,0.00,7201.71,0.00,7201.72,97464.44,2650.23,12805.47,1400.07,0.00,4200.60,400.01,0.00,0.00,200.00,3050.32,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
19.6684,0.00,0.00,6901.57,0.00,4600.70,99276.21,3300.36,11204.19,1200.05,0.00,3000.30,0.00,0.00,0.00,0.00,3350.39,0.00,0.00,0.00,0.00,0.00,0.00,200.00,16.67,0.00
19.9654,0.00,0.00,6301.31,0.00,5601.04,104259.73,3800.48,15808.34,2000.13,0.00,2800.26,200.00,0.00,0.00,0.00,2950.30,0.00,0.00,100.00,200.00,0.00,0.00,0.00,0.00,0.00
20.2624,0.00,0.00,6101.23,0.00,6001.19,103856.96,3250.35,10203.47,3800.48,0.00,2200.16,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.5594,0.00,0.00,6801.53,0.00,4400.64,96608.95,3550.42,10403.61,1600.09,0.00,3600.44,200.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.8565,0.00,0.00,6701.48,0.00,5200.90,97615.41,3750.47,11804.65,3000.30,0.00,1600.09,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
21.1535,0.00,0.00,5601.03,0.00,4600.70,98923.91,3300.36,13005.64,2000.13,0.00,2200.16,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
21.4505,0.00,0.00,6901.57,0.00,3000.30,99225.89,4100.56,11204.19,2400.19,0.00,2800.26,200.00,0.00,200.00,0.00,3500.42,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.7475,0.00,200.00,7201.71,0.00,4400.64,97112.18,3350.37,12405.13,1800.11,0.00,2200.16,400.01,0.00,0.00,0.00,3800.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.0446,0.00,0.00,8702.50,0.00,2600.22,98521.29,3200.34,12004.81,2600.23,0.00,2400.19,200.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
22.3416,0.00,0.00,8302.27,0.00,5000.83,98672.27,3500.41,12204.97,3000.30,0.00,2600.23,200.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
22.6386,0.00,0.00,6401.35,0.00,7001.62,99225.89,3700.46,8802.58,1800.11,0.00,1000.03,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
22.9356,0.00,0.00,8502.38,0.00,5200.90,101792.94,3850.49,13606.18,1400.07,0.00,2200.16,0.00,0.00,0.00,0.00,3550.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.2327,0.00,0.00,7601.91,0.00,4400.64,88861.46,4000.53,10803.89,1600.09,0.00,2400.19,600.01,0.00,0.00,0.00,2950.30,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.5297,0.00,0.00,4900.79,0.00,5601.04,95099.38,3600.43,11804.65,1400.07,0.00,3200.35,400.01,0.00,0.00,0.00,2250.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.8267,0.00,0.00,7601.91,0.00,4600.70,101188.89,3150.33,12204.97,1400.07,0.00,3400.39,200.00,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
24.1237,0.00,0.00,8902.62,0.00,4200.58,99175.56,3500.41,10803.89,3000.30,0.00,2800.26,200.00,0.00,0.00,0.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.4208,0.00,0.00,6101.23,0.00,6801.53,101239.23,3200.34,8802.58,2000.13,0.00,1800.11,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.7178,0.00,0.00,6901.57,0.00,5000.83,100886.87,4000.53,10603.75,2000.13,0.00,2000.14,800.02,0.00,0.00,0.00,2300.18,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
25.0148,0.00,0.00,7501.86,0.00,4600.70,99276.21,3200.34,14607.12,2600.23,0.00,1800.11,0.00,0.00,0.00,0.00,3400.40,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
25.3118,0.00,0.00,6901.57,0.00,5601.04,96206.38,2950.29,13005.64,2000.13,0.00,1600.09,200.00,0.00,0.00,0.00,2350.19,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
25.6089,0.00,0.00,7701.96,0.00,5400.97,99175.56,3800.48,8402.36,2400.19,0.00,1600.09,0.00,0.00,0.00,0.00,3500.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.9059,0.00,0.00,6801.53,0.00,5000.83,104813.56,3800.48,9603.08,1400.07,0.00,1600.09,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
26.2029,200.00,200.00,6801.53,0.00,5400.97,101390.23,3250.35,10003.34,2800.26,0.00,3200.35,0.00,0.00,200.00,0.00,2000.14,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
26.4999,0.00,0.00,6801.53,0.00,5801.12,105115.65,2900.28,9803.21,2000.13,0.00,2400.19,200.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.7970,0.00,0.00,7802.01,0.00,3600.43,102548.03,3450.40,11804.65,2000.13,0.00,3400.39,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.0940,0.00,0.00,7501.86,0.00,4200.58,98571.61,4350.63,13406.00,2200.16,0.00,4600.71,400.01,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.3910,0.00,0.00,6301.31,0.00,6601.44,97967.69,2900.28,12605.30,1400.07,0.00,3200.35,200.00,0.00,0.00,200.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
27.6880,0.00,0.00,7601.91,0.00,3800.48,100182.19,3200.34,9202.83,2200.16,0.00,2600.23,200.00,0.00,0.00,0.00,3750.48,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
27.9851,0.00,0.00,6701.48,0.00,3800.48,104863.90,3950.52,13005.64,2000.13,0.00,3200.35,0.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.2821,0.00,0.00,8402.33,0.00,6201.27,93288.10,3150.33,13806.36,2200.16,0.00,3000.30,200.00,0.00,0.00,200.00,2800.27,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,200.00
28.5791,0.00,0.00,7802.01,0.00,7601.91,96860.56,3250.35,13406.00,2400.19,0.00,2000.14,0.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.8761,0.00,0.00,7401.81,0.00,4600.70,94545.92,3150.33,10403.61,2600.23,0.00,3000.30,600.01,0.00,0.00,200.00,2250.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.1732,0.00,0.00,6201.27,0.00,6401.36,99829.86,3800.48,9603.08,1800.11,0.00,1800.11,200.00,0.00,0.00,0.00,3000.31,200.00,0.00,0.00,400.01,200.00,0.00,0.00,16.67,0.00
29.4702,0.00,0.00,6701.48,0.00,7802.02,99779.53,3450.40,11004.04,2000.13,0.00,1800.11,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
29.7672,0.00,0.00,7501.86,0.00,7201.72,96156.07,4200.59,13606.18,2400.19,0.00,4400.65,200.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
30.0642,0.00,0.00,6701.48,0.00,6201.27,100232.53,3550.42,11004.04,1800.11,0.00,2400.19,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
30.3613,0.00,0.00,5801.11,0.00,6001.19,98018.02,2450.20,12204.97,2400.19,0.00,2000.14,0.00,0.00,0.00,200.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
30.6583,0.00,0.00,6801.53,0.00,5400.97,101943.96,3850.49,12805.47,1600.09,200.00,2600.23,400.01,0.00,0.00,400.01,3200.35,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.9553,0.00,0.00,8802.56,0.00,3600.43,92835.33,3700.46,13806.36,2400.19,0.00,3200.35,200.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
31.2523,0.00,0.00,7601.91,0.00,4600.70,100886.87,3350.37,10603.75,2600.23,0.00,1600.09,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.5494,0.00,0.00,5501.00,0.00,4800.76,98722.60,3300.36,10003.34,2000.13,0.00,3600.44,200.00,0.00,0.00,0.00,2400.20,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
31.8464,0.00,0.00,7501.86,0.00,4600.70,98873.58,2750.25,9202.83,1800.11,0.00,3000.30,200.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
32.1434,0.00,0.00,6401.35,0.00,6201.27,97615.41,3350.37,11004.04,1400.07,0.00,3800.49,400.01,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,200.00,0.00,0.00,33.33,0.00
32.4404,0.00,0.00,6201.27,0.00,4800.76,96659.28,3450.40,11604.49,2000.13,0.00,2200.16,200.00,0.00,0.00,0.00,3400.40,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
32.7375,0.00,0.00,6401.35,0.00,4000.53,103353.52,3150.33,13806.36,1000.03,0.00,2000.14,0.00,0.00,0.00,0.00,3400.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.0345,0.00,0.00,6301.31,0.00,5601.04,100786.20,3400.38,12004.81,1600.09,0.00,2200.16,200.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
33.3315,0.00,0.00,5400.96,0.00,5400.97,101591.59,3300.36,11804.65,2800.26,0.00,1800.11,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
33.6285,0.00,0.00,5200.89,0.00,5200.90,99729.20,3350.37,13205.82,3200.34,0.00,2400.19,0.00,200.00,0.00,0.00,3300.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
33.9256,0.00,0.00,6601.44,0.00,5200.90,100735.86,3800.48,9603.08,1400.07,0.00,2800.26,0.00,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
34.2226,0.00,0.00,7201.71,0.00,6401.36,99074.90,3350.37,13806.36,2600.23,0.00,2000.14,600.01,0.00,0.00,0.00,3350.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.5196,0.00,0.00,6901.57,0.00,5400.97,99829.86,2800.26,14406.92,2400.19,0.00,2400.19,600.01,0.00,0.00,200.00,3350.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.8166,0.00,0.00,8002.11,0.00,5000.83,102296.33,3200.34,10203.47,1800.11,0.00,2000.14,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35.1137,200.00,0.00,6501.39,0.00,4400.64,104058.35,3350.37,10603.75,1600.09,0.00,2000.14,600.01,0.00,0.00,400.01,2650.24,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
35.4107,0.00,0.00,6401.35,0.00,5200.90,98168.99,3000.30,8202.24,2400.19,0.00,2400.19,200.00,200.00,0.00,0.00,3300.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
